BAH,CCK,35,96,amirtsgvpi,bfjtmsglnn
CCK,OXF,36,216,bfjtmsglnn,puzaksqusb
OXF,DBP,37,67,puzaksqusb,cqhpxiwxxa
DBP,CDN,38,100,cqhpxiwxxa,bssinbmftl
CDN,CFT,39,122,bssinbmftl,cggroixpdo
CFT,FES,40,128,cggroixpdo,exnaktyhcw
FES,DAX,41,148,exnaktyhcw,cohclggshw
DAX,QSX,42,180,cohclggshw,sbczqcinjh
QSX,QLD,43,307,sbczqcinjh,rjnakxhycs
QLD,YLV,44,398,rjnakxhycs,ykbhtpxanz
YLV,FLC,45,430,ykbhtpxanz,fawxcqhebi
FLC,GSD,46,145,fawxcqhebi,gbvlfxengj
GSD,FSO,47,221,gbvlfxengj,fmeofkplhb
FSO,SOM,48,344,fmeofkplhb,trccshblrh
SOM,FSE,49,267,trccshblrh,fltbhfhwbn
FSE,HFT,50,165,fltbhfhwbn,gyhubrquyw
HFT,AAL,51,226,gyhubrquyw,aejnmeniig
AAL,FDC,52,228,aejnmeniig,ewvyxghqiv
FDC,CKL,53,261,ewvyxghqiv,chzwmfyfpw
CKL,OXU,54,304,chzwmfyfpw,pxuwrsjbys
OXU,AOL,55,250,pxuwrsjbys,ahtkjwjzgb
AOL,ZYZ,56,185,ahtkjwjzgb,zsxrzhilze
ZYZ,ZBA,57,317,zsxrzhilze,yrrcbrmxqv
ZBA,OON,58,345,yrrcbrmxqv,pikuubzjyk
OON,ZUJ,59,110,pikuubzjyk,zsqwnaphos
ZUJ,RUR,60,675,zsqwnaphos,szkvihvvee
RUR,QID,61,306,szkvihvvee,rdijiqgebd
QID,ILP,62,141,rdijiqgebd,iytyqguamy
ILP,QSS,63,170,iytyqguamy,rzfqyjepdl
QSS,YBJ,64,428,rzfqyjepdl,yftdnldxcz
YBJ,ZTM,65,136,yftdnldxcz,zqwbxhdooj
ZTM,DOB,66,723,zqwbxhdooj,cvyjlfabxp
DOB,RDM,67,394,cvyjlfabxp,smsqlngelu
RDM,BRR,68,270,smsqlngelu,bcxdvqhyqn
BRR,AOB,69,143,bcxdvqhyqn,afswdiqeky
AOB,PGB,70,187,afswdiqeky,qbpkjdmqnk
PGB,OEX,71,280,qbpkjdmqnk,otuhwbxnen
OEX,BNB,72,258,otuhwbxnen,azhpfuckft
BNB,AKF,73,135,azhpfuckft,afegwfdvyx
AKF,GAL,74,131,afegwfdvyx,ftaiwxgazf
GAL,KII,75,227,ftaiwxgazf,lrktbkhgvy
KII,OXB,76,197,lrktbkhgvy,puetmrwovq
OXB,ZPQ,77,476,puetmrwovq,zjzfokxuua
ZPQ,RGA,78,854,zjzfokxuua,sqvsokhzbq
RGA,PSK,79,766,sqvsokhzbq,qqhjrczudj
PSK,MMR,80,395,qqhjrczudj,nibnbdwozs
MMR,SDF,81,299,nibnbdwozs,tbdyfhyfkv
SDF,ONX,82,365,tbdyfhyfkv,oyxghzvmrt
ONX,HXK,83,479,oyxghzvmrt,hykgwweepu
HXK,ZLA,84,35,hykgwweepu,yvtmsuhmcl
ZLA,PZF,85,537,yvtmsuhmcl,qvefxsfyde
PZF,QQE,86,374,qvefxsfyde,rwndvabqpa
QQE,OYM,87,178,rwndvabqpa,pyheuboejt
OYM,RDO,88,207,pyheuboejt,soygqezmij
RDO,SYY,89,235,soygqezmij,twykgmcoll
SYY,HKT,90,343,twykgmcoll,hlqjoohqoo
HKT,NZZ,91,409,hlqjoohqoo,oqqdqzuzum
NZZ,QQM,92,449,oqqdqzuzum,rwxuwwvjjp
QQM,FMC,93,245,rwxuwwvjjp,fbfivnwhij
FMC,XIH,94,173,fbfivnwhij,xmaqqnvlrk
XIH,ZOS,95,665,xmaqqnvlrk,zdoxeuodgo
ZOS,PPL,96,323,zdoxeuodgo,qmjgnlsdqt
PPL,FON,97,249,qmjgnlsdqt,fckzslnanh
FON,DYS,98,246,fckzslnanh,dlrivtncat
DYS,HYF,99,230,dlrivtncat,ibddernzua
HYF,YAH,100,321,ibddernzua,yeagernboj
YAH,VTF,101,421,yeagernboj,wivvfmibon
VTF,JTW,102,507,wivvfmibon,ktknetazkg
JTW,XDP,103,231,ktknetazkg,xjttiiihpr
XDP,SVV,104,516,xjttiiihpr,twbpdbhbhd
SVV,ZAW,105,515,twbpdbhbhd,yqoqnmhjgu
ZAW,TKN,106,769,yqoqnmhjgu,ufszssbisr
TKN,EWQ,107,559,ufszssbisr,eetnsjplyb
EWQ,CFH,108,198,eetnsjplyb,cfgsungypa
CFH,CNY,109,50,cfgsungypa,cmitfttbsq
CNY,OYJ,110,70,cmitfttbsq,pxyniskatp
OYJ,DZU,111,54,pxyniskatp,dqjsexyozr
DZU,HHR,112,114,dqjsexyozr,haaahyqvkd
HHR,QEM,113,93,haaahyqvkd,qwvqeharkz
QEM,BCJ,114,132,qwvqeharkz,aotfxyyhic
BCJ,GTW,115,88,aotfxyyhic,gcbnvaneox
GTW,END,116,140,gcbnvaneox,ecigowocwa
END,NGK,117,234,ecigowocwa,odbvjkrqvk
NGK,EXG,118,216,odbvjkrqvk,egjfluznvh
EXG,XDS,119,330,egjfluznvh,xjzrqhixob
XDS,IJS,120,1012,xjzrqhixob,irlteghiit
IJS,FGK,121,113,irlteghiit,eymxesckzp
FGK,SZB,122,208,eymxesckzp,uaxdzkvmyd
SZB,IJJ,123,152,uaxdzkvmyd,inwozqjzhh
IJJ,DMI,124,404,inwozqjzhh,cskpqhjcpc
DMI,RLF,125,172,cskpqhjcpc,stkcppeuzf
RLF,NNJ,126,231,stkcppeuzf,olkqdockcs
NNJ,VZA,127,358,olkqdockcs,wjidwcqgpg
VZA,QNQ,128,367,wjidwcqgpg,rlajxvzfds
QNQ,OOW,129,272,rlajxvzfds,pjmxygxnli
OOW,FXG,130,153,pjmxygxnli,frkshwkijg
FXG,WGF,131,224,frkshwkijg,xdunygpgbp
WGF,RUB,132,219,xdunygpgbp,syrccwyfda
RUB,HMF,133,429,syrccwyfda,hqbawjqhak
HMF,YAF,134,406,hqbawjqhak,ydrmtxavnh
YAF,IKW,135,211,ydrmtxavnh,ivyqcxbucs
IKW,GIU,136,310,ivyqcxbucs,fyftinllwr
GIU,LMA,137,548,fyftinllwr,mycvjbzwja
LMA,ITG,138,226,mycvjbzwja,jhtzwxsalo
ITG,MER,139,229,jhtzwxsalo,ndfpfbszpf
MER,MCY,140,73,ndfpfbszpf,nbfpeatecz
MCY,LKS,141,75,nbfpeatecz,mstieuioiz
LKS,SGD,142,122,mstieuioiz,tbojqyooor
SGD,IZC,143,214,tbojqyooor,jmznxnvstp
IZC,QCY,144,168,jmznxnvstp,qvvnraenyt
QCY,IER,145,233,qvvnraenyt,ifqjdeorpy
IER,PWL,146,141,ifqjdeorpy,qtgpcparda
PWL,QPR,147,302,qtgpcparda,ruerpksunf
QPR,CWL,148,223,ruerpksunf,cnguretvzb
CWL,JRO,149,75,cnguretvzb,kgsrawnpfv
JRO,MWZ,150,271,kgsrawnpfv,ntracrylll
MWZ,JPW,151,248,ntracrylll,kcvnojawhh
JPW,RLV,152,218,kcvnojawhh,sunffmbfuy
RLV,RTP,153,178,sunffmbfuy,swfgzzmscb
RTP,GUO,154,198,swfgzzmscb,ghoqabpgwi
GUO,HKP,155,109,ghoqabpgwi,hhmbbkwyfm
HKP,AZZ,156,59,hhmbbkwyfm,amijnoiyab
AZZ,SSN,157,45,amijnoiyab,tugfwenrka
SSN,GIT,158,135,tugfwenrka,fwxcjxghub
GIT,SRB,159,205,fwxcjxghub,tsautbrceh
SRB,KEV,160,107,tsautbrceh,lnrjfluwdx
KEV,LXM,161,221,lnrjfluwdx,mzyvwmeukj
LXM,NWX,162,538,mzyvwmeukj,oooqjuxfpx
NWX,JEI,163,206,oooqjuxfpx,jytqvaiyev
JEI,BPO,164,174,jytqvaiyev,bctttqlwts
BPO,APY,165,851,bctttqlwts,ahwpxkixhw
APY,JWW,166,237,ahwpxkixhw,kyjwewyxww
JWW,FPG,167,712,kyjwewyxww,fdtydqeajk
FPG,PQK,168,272,fdtydqeajk,qmwzpwjsgy
PQK,KBC,169,308,qmwzpwjsgy,laiwmqflxe
KBC,YHQ,170,461,laiwmqflxe,yjninxajsw
YHQ,HOH,171,366,yjninxajsw,htroyuzrqc
HOH,QTS,172,410,htroyuzrqc,shspwzijrw
QTS,YFC,173,265,shspwzijrw,yjgdumilsm
YFC,FIC,174,314,yjgdumilsm,fajmcqawlv
FIC,IZW,175,298,fajmcqawlv,jqqmmyfdjn
IZW,GQV,176,147,jqqmmyfdjn,gbavdfargm
GQV,NNS,177,210,gbavdfargm,omrjdsmvvc
NNS,WCQ,178,436,omrjdsmvvc,wpefnktwio
WCQ,FQX,179,377,wpefnktwio,fijxtgbops
FQX,EDF,180,90,fijxtgbops,dysniauknr
EDF,WLK,181,240,dysniauknr,xfgetymivt
WLK,FGX,182,265,xfgetymivt,ezqryqkrxk
FGX,GCZ,183,314,ezqryqkrxk,ftyxlsxaac
GCZ,KEU,184,636,ftyxlsxaac,lmuclobema
KEU,GZG,185,51,lmuclobema,gjxkqbilst
GZG,IMH,186,164,gjxkqbilst,jbitjsiriy
IMH,EAJ,187,103,jbitjsiriy,dqsoierqop
EAJ,IAV,188,89,dqsoierqop,idqeeiufch
IAV,IPC,189,132,idqeeiufch,jeeblymzni
IPC,JRF,190,170,jeeblymzni,keilzjpanh
JRF,EKJ,191,230,keilzjpanh,ebxiliukkm
EKJ,JKA,192,369,ebxiliukkm,kavqpdwgfe
JKA,VQA,193,326,kavqpdwgfe,vysosqbqmd
VQA,WZV,194,331,vysosqbqmd,xiltvdjzld
WZV,BOW,195,198,xiltvdjzld,barqjniiif
BOW,EBK,196,247,barqjniiif,dwtzzqnyyx
EBK,JAK,197,495,dwtzzqnyyx,juptbgokod
JAK,QVV,198,510,juptbgokod,sjhrjgftuf
QVV,JOK,199,1017,sjhrjgftuf,kcqwibdczy
JOK,KPC,200,159,kcqwibdczy,lxovavduhf
KPC,KUA,201,200,lxovavduhf,miodsmtsxz
KUA,JTI,202,153,miodsmtsxz,klhxbnwatg
JTI,HXV,203,229,klhxbnwatg,hyrewdskbp
HXV,EJY,204,167,hyrewdskbp,dzrlwrpaca
EJY,IFX,205,143,dzrlwrpaca,inwhepjbet
IFX,KQO,206,208,inwhepjbet,mclstmkmvz
KQO,EPH,207,153,mclstmkmvz,ecnoavqsxh
EPH,LCC,208,100,ecnoavqsxh,mqmqpkwvsq
LCC,JDF,209,272,mqmqpkwvsq,jxdwqkgfqx
JDF,DQK,210,165,jxdwqkgfqx,cxhavetbxs
DQK,SWR,211,163,cxhavetbxs,twcfdugnnj
SWR,JFR,212,172,twcfdugnnj,jzqhadhxzc
JFR,XTR,213,276,jzqhadhxzc,xutmxbbcwz
XTR,USH,214,412,xutmxbbcwz,vqiidvqzre
USH,PTG,215,137,vqiidvqzre,qqtfoiynkv
PTG,JVE,216,168,qqtfoiynkv,kwrdupfhtx
JVE,VMZ,217,324,kwrdupfhtx,vynydacbzl
VMZ,ZPD,218,460,vynydacbzl,zjhpjzrcgl
ZPD,MIZ,219,329,zjhpjzrcgl,ndwjmhewcp
MIZ,EWS,220,534,ndwjmhewcp,egbpkhjbbi
EWS,TKP,221,391,egbpkhjbbi,uighspaidv
TKP,MFF,222,519,uighspaidv,ndhcabstvk
MFF,RZZ,223,644,ndhcabstvk,tachiioget
RZZ,SRE,224,690,tachiioget,tslhsmxjsg
SRE,MXN,225,489,tslhsmxjsg,nuygvqqzqa
MXN,TIL,226,690,nuygvqqzqa,uflevrbyxp
TIL,THL,227,1027,uflevrbyxp,uehoufuqht
THL,ULV,228,510,uehoufuqht,vlygpoyzyy
ULV,ZIT,229,146,vlygpoyzyy,yvrbwwlhzw
ZIT,QTT,230,875,yvrbwwlhzw,shtxoxvriy
QTT,VRY,231,467,shtxoxvriy,whoigwznlp
VRY,IVF,232,678,whoigwznlp,jizyrcssky
IVF,MMT,233,501,jizyrcssky,nisbxnmjcd
MMT,EVD,234,776,nisbxnmjcd,ecunvvdwfh
EVD,MXD,235,387,ecunvvdwfh,nufrlxcasz
MXD,PMI,236,174,nufrlxcasz,qdrdbixigv
PMI,YDZ,237,614,qdrdbixigv,yhgsqnutem
YDZ,WEN,238,907,yhgsqnutem,xbdtwtsaiq
WEN,XJQ,239,830,xbdtwtsaiq,xrwjjfixas
XJQ,HIM,240,1085,xrwjjfixas,hedkrckajq
HIM,TPF,241,248,hedkrckajq,uophgdekfy
TPF,KXF,242,502,uophgdekfy,mjgptxeuvr
KXF,XMU,243,554,mjgptxeuvr,xuqozxsqqr
XMU,QHL,244,1126,xuqozxsqqr,rbafqqncrm
QHL,MYJ,245,1128,rbafqqncrm,nwktpyleus
MYJ,SJX,246,350,nwktpyleus,tlshulqauw
SJX,YDC,247,459,tlshulqauw,yfufejlhia
YDC,ODX,248,235,yfufejlhia,oqrfwbcrop
ODX,EXL,249,481,oqrfwbcrop,eslvelyjey
EXL,JSE,250,422,eslvelyjey,khxdxredfc
JSE,LYR,251,473,khxdxredfc,namvurozoq
LYR,MQW,252,501,namvurozoq,nkifzcjett
MQW,QYJ,253,568,nkifzcjett,sjymroqysa
QYJ,ZZV,254,52,sjymroqysa,zxhyilzdha
ZZV,PXB,255,527,zxhyilzdha,qunayoaiwz
PXB,UVX,256,262,qunayoaiwz,vrdlpdfcog
UVX,KJN,257,357,vrdlpdfcog,lsrdgiwaqb
KJN,SIQ,258,635,lsrdgiwaqb,tdkfkiagmu
SIQ,MCB,259,539,tdkfkiagmu,nbbfkgvybw
MCB,WEC,260,906,nbbfkgvybw,wwtftrzrit
WEC,JSN,261,1426,wwtftrzrit,khyzoeseus
JSN,HDB,262,786,khyzoeseus,gtzvhfoaqb
HDB,ZGD,263,852,gtzvhfoaqb,yslqdgbqrs
ZGD,OQQ,264,727,yslqdgbqrs,pmzthhfefd
OQQ,UFE,265,828,pmzthhfefd,vbwyeojgri
UFE,TNR,266,807,vbwyeojgri,ujxftyzoiy
TNR,KDT,267,1311,ujxftyzoiy,lcqijssfzm
KDT,YZU,268,722,lcqijssfzm,ykuxylrqyp
YZU,GZZ,269,667,ykuxylrqyp,gmchzujdtp
GZZ,IBE,270,707,gmchzujdtp,ifgwyswknb
IBE,KXT,271,567,ifgwyswknb,mnizrlvomv
KXT,JNH,272,363,mnizrlvomv,kbuoylairs
JNH,EVS,273,581,kbuoylairs,eecbwlbsbn
EVS,IPU,274,358,eecbwlbsbn,jefwcpcktm
IPU,OST,275,878,jefwcpcktm,pocfzkadov
OST,ZHK,276,1038,pocfzkadov,yuwqxxepkc
ZHK,EKB,277,734,yuwqxxepkc,ebdhpiskzn
EKB,HLT,278,812,ebdhpiskzn,horlgffgag
HLT,OGN,279,1035,horlgffgag,ovxcejwozc
OGN,XGR,280,1655,ovxcejwozc,xlcwvwufdg
XGR,TVT,281,1537,xlcwvwufdg,uouqqgbhzy
TVT,NAW,282,1015,uouqqgbhzy,oazoltikbv
NAW,HVE,283,1286,oazoltikbv,htrwqkphpo
HVE,UPE,284,1094,htrwqkphpo,vpxaglcpen
UPE,XZU,285,1111,vpxaglcpen,ydbybrzfyq
XZU,OUL,286,1634,ydbybrzfyq,ppeisurxld
OUL,VMP,287,1384,ppeisurxld,vutgedywid
VMP,NXW,288,732,vutgedywid,oqpqzhrkaq
NXW,ORA,289,638,oqpqzhrkaq,pnusxxfcyi
ORA,OUO,290,464,pnusxxfcyi,pppfwslwfs
OUO,MTA,291,206,pppfwslwfs,nopydpiiws
MTA,UDG,292,354,nopydpiiws,uqhlkcioag
UDG,ZTD,293,518,uqhlkcioag,zofevcmzvq
ZTD,SJO,294,771,zofevcmzvq,tjxhngsviq
SJO,TOG,295,603,tjxhngsviq,ukfnzajhti
TOG,WCY,296,510,ukfnzajhti,wvsuzkdbud
WCY,WUC,297,1046,wvsuzkdbud,xhoakawptg
WUC,NVF,298,1754,xhoakawptg,onznviosqn
NVF,SLF,299,405,onznviosqn,toqhjrtuqq
SLF,IXG,300,1513,toqhjrtuqq,jjewssxvsc
